"origin","destiny","sex","age","accepted_total","rejected_total","total","predict2015"
"Georgia","Belgium","Males","14 to 17",0,40,40,0.0945
"Ghana","Belgium","Males","14 to 17",0,20,20,0.3601
"Guinea","Belgium","Males","14 to 17",100,205,305,0.5677
"Hungary","Belgium","Males","14 to 17",0,5,5,0
"India","Belgium","Males","14 to 17",0,25,25,0.0658
"Iran","Belgium","Males","14 to 17",15,60,75,0.7805
"Iraq","Belgium","Males","14 to 17",90,60,150,0.8363
"Kazakhstan","Belgium","Males","14 to 17",0,10,10,0.2366
"Kosovo","Belgium","Males","14 to 17",25,250,275,0.1509
"Kyrgyzstan","Belgium","Males","14 to 17",0,10,10,0.2603
"Lebanon","Belgium","Males","14 to 17",0,20,20,0.2281
"Libya","Belgium","Males","14 to 17",5,0,5,0.5553
"Macedonia","Belgium","Males","14 to 17",0,115,115,0.0146
"Mauritania","Belgium","Males","14 to 17",5,0,5,0.4173
"Moldova","Belgium","Males","14 to 17",0,5,5,0.0851
"Montenegro","Belgium","Males","14 to 17",0,5,5,0.0338
"Nigeria","Belgium","Males","14 to 17",0,5,5,0.2659
"Pakistan","Belgium","Males","14 to 17",5,45,50,0.3777
"Romania","Belgium","Males","14 to 17",0,10,10,0.0354
"Russia","Belgium","Males","14 to 17",65,295,360,0.4047
"Rwanda","Belgium","Males","14 to 17",35,20,55,0.6874
"Senegal","Belgium","Males","14 to 17",5,0,5,0.3877
"Serbia","Belgium","Males","14 to 17",25,240,265,0.0717
"Sierra Leone","Belgium","Males","14 to 17",0,5,5,0.5301
"Slovakia","Belgium","Males","14 to 17",0,40,40,0
"Somalia","Belgium","Males","14 to 17",35,40,75,0.8736
"Sri Lanka","Belgium","Males","14 to 17",15,0,15,0.6004
"Syria","Belgium","Males","14 to 17",100,5,105,0.9577
"Togo","Belgium","Males","14 to 17",0,5,5,0.4147
"Turkey","Belgium","Males","14 to 17",15,30,45,0.3806
"Unknown","Belgium","Males","14 to 17",20,10,30,0.5957
"Afghanistan","Bulgaria","Males","14 to 17",5,30,35,0.8264
"Armenia","Bulgaria","Males","14 to 17",0,5,5,0.2663
"Côte d'Ivoire","Bulgaria","Males","14 to 17",0,5,5,0.5866
"Congo","Bulgaria","Males","14 to 17",0,5,5,0.5595
"Ghana","Bulgaria","Males","14 to 17",0,5,5,0.4547
"Iraq","Bulgaria","Males","14 to 17",35,25,60,0.8833
"Mali","Bulgaria","Males","14 to 17",0,10,10,0.6716
"Stateless","Bulgaria","Males","14 to 17",45,0,45,0.917
"Syria","Bulgaria","Males","14 to 17",370,5,375,0.971
"Georgia","Cyprus","Males","14 to 17",0,5,5,0.0424
"Iraq","Cyprus","Males","14 to 17",10,10,20,0.6842
"Israel","Cyprus","Males","14 to 17",0,5,5,0.0312
"Nigeria","Cyprus","Males","14 to 17",0,5,5,0.1332
"Palestine","Cyprus","Males","14 to 17",30,5,35,0.7208
"Somalia","Cyprus","Males","14 to 17",5,0,5,0.7458
"Syria","Cyprus","Males","14 to 17",35,15,50,0.9057
"Yemen","Cyprus","Males","14 to 17",0,5,5,0.4798
"Afghanistan","Czech Republic","Males","14 to 17",0,5,5,0.8674
"Russia","Czech Republic","Males","14 to 17",5,0,5,0.5806
"Syria","Czech Republic","Males","14 to 17",5,0,5,0.9788
"Turkey","Czech Republic","Males","14 to 17",0,30,30,0.5557
"Ukraine","Czech Republic","Males","14 to 17",5,0,5,0.3473
"Afghanistan","Denmark","Males","14 to 17",410,280,690,0.6978
"Albania","Denmark","Males","14 to 17",0,5,5,0.1679
"Algeria","Denmark","Males","14 to 17",0,20,20,0.0997
"Armenia","Denmark","Males","14 to 17",0,5,5,0.1497
"Belarus","Denmark","Males","14 to 17",0,5,5,0.2997
"Bosnia and Herzegovina","Denmark","Males","14 to 17",0,10,10,0.0635
"Eritrea","Denmark","Males","14 to 17",15,0,15,0.8948
"Iran","Denmark","Males","14 to 17",55,35,90,0.7187
"Iraq","Denmark","Males","14 to 17",10,10,20,0.7859
"Kosovo","Denmark","Males","14 to 17",0,10,10,0.1132
"Libya","Denmark","Males","14 to 17",0,5,5,0.473
"Morocco","Denmark","Males","14 to 17",0,20,20,0.1343
"Russia","Denmark","Males","14 to 17",10,35,45,0.3282
"Serbia","Denmark","Males","14 to 17",0,55,55,0.0526
"Somalia","Denmark","Males","14 to 17",25,5,30,0.8325
"Sri Lanka","Denmark","Males","14 to 17",0,5,5,0.5192
"Stateless","Denmark","Males","14 to 17",55,5,60,0.8427
"Syria","Denmark","Males","14 to 17",185,25,210,0.9421
"Uganda","Denmark","Males","14 to 17",5,5,10,0.6347
"Afghanistan","Finland","Males","14 to 17",145,40,185,0.7936
"Angola","Finland","Males","14 to 17",10,0,10,0.4042
"Bosnia and Herzegovina","Finland","Males","14 to 17",0,5,5,0.1015
"Bulgaria","Finland","Males","14 to 17",0,25,25,0
"Dem. Rep. Congo","Finland","Males","14 to 17",5,0,5,0.4954
"Ghana","Finland","Males","14 to 17",10,0,10,0.4025
"Iran","Finland","Males","14 to 17",15,10,25,0.8097
"Iraq","Finland","Males","14 to 17",180,45,225,0.8594
"Kosovo","Finland","Males","14 to 17",0,15,15,0.1754
"Macedonia","Finland","Males","14 to 17",0,5,5,0.0174
"Morocco","Finland","Males","14 to 17",0,5,5,0.2053
"Russia","Finland","Males","14 to 17",10,20,30,0.4487
"Serbia","Finland","Males","14 to 17",0,5,5,0.0847
"Somalia","Finland","Males","14 to 17",245,140,385,0.8922
"Syria","Finland","Males","14 to 17",15,0,15,0.9644
"Turkey","Finland","Males","14 to 17",0,10,10,0.4238
"Afghanistan","France","Males","14 to 17",50,40,90,0.7153
"Albania","France","Males","14 to 17",35,295,330,0.1801
"Algeria","France","Males","14 to 17",10,30,40,0.1075
"Angola","France","Males","14 to 17",15,55,70,0.3072
"Armenia","France","Males","14 to 17",25,285,310,0.1608
"Azerbaijan","France","Males","14 to 17",15,55,70,0.3362
"Bangladesh","France","Males","14 to 17",5,15,20,0.1894
"Belarus","France","Males","14 to 17",0,5,5,0.3178
"Bosnia and Herzegovina","France","Males","14 to 17",15,65,80,0.0688
"Côte d'Ivoire","France","Males","14 to 17",15,15,30,0.4283
"Central African Republic","France","Males","14 to 17",10,0,10,0.8229
"Chad","France","Males","14 to 17",10,20,30,0.4679
"China (including Hong Kong)","France","Males","14 to 17",40,35,75,0.4293
"Comoros","France","Males","14 to 17",20,10,30,0.3058
"Congo","France","Males","14 to 17",15,10,25,0.4014
"Dem. Rep. Congo","France","Males","14 to 17",210,220,430,0.3908
"Djibouti","France","Males","14 to 17",0,5,5,0.5785
"Egypt","France","Males","14 to 17",10,5,15,0.4105
"Eritrea","France","Males","14 to 17",5,0,5,0.9025
"Georgia","France","Males","14 to 17",20,150,170,0.0755
"Guinea","France","Males","14 to 17",40,35,75,0.5067
"Guinea-Bissau","France","Males","14 to 17",10,0,10,0.34
"Haiti","France","Males","14 to 17",30,5,35,0.2407
"Iran","France","Males","14 to 17",5,5,10,0.7355
"Iraq","France","Males","14 to 17",35,5,40,0.7998
"Kazakhstan","France","Males","14 to 17",0,10,10,0.1951
"Kosovo","France","Males","14 to 17",40,375,415,0.122
"Lebanon","France","Males","14 to 17",0,5,5,0.1877
"Macedonia","France","Males","14 to 17",0,60,60,0.0115
"Madagascar","France","Males","14 to 17",5,0,5,0.2072
"Mali","France","Males","14 to 17",15,15,30,0.5192
"Mauritania","France","Males","14 to 17",50,5,55,0.3591
"Moldova","France","Males","14 to 17",0,5,5,0.0678
"Mongolia","France","Males","14 to 17",0,10,10,0.0754
"Montenegro","France","Males","14 to 17",0,30,30,0.0266
"Nigeria","France","Males","14 to 17",0,10,10,0.2208
"Pakistan","France","Males","14 to 17",5,10,15,0.3219
"Palestine","France","Males","14 to 17",5,0,5,0.8264
"Russia","France","Males","14 to 17",135,385,520,0.3472
"Rwanda","France","Males","14 to 17",40,0,40,0.6323
"Senegal","France","Males","14 to 17",5,0,5,0.3312
"Serbia","France","Males","14 to 17",30,60,90,0.057
"Somalia","France","Males","14 to 17",25,5,30,0.8439
"Sri Lanka","France","Males","14 to 17",130,35,165,0.5403
"Sudan","France","Males","14 to 17",10,10,20,0.7119
"Syria","France","Males","14 to 17",85,0,85,0.9465
"Turkey","France","Males","14 to 17",5,70,75,0.3246
"Ukraine","France","Males","14 to 17",0,5,5,0.1697
"Afghanistan","Germany","Males","14 to 17",2140,1800,3940,0.7374
"Albania","Germany","Males","14 to 17",10,110,120,0.1971
"Algeria","Germany","Males","14 to 17",0,160,160,0.1186
"Angola","Germany","Males","14 to 17",0,10,10,0.3313
"Armenia","Germany","Males","14 to 17",5,80,85,0.1763
"Azerbaijan","Germany","Males","14 to 17",20,85,105,0.3615
"Bangladesh","Germany","Males","14 to 17",0,35,35,0.2071
"Belarus","Germany","Males","14 to 17",0,25,25,0.3423
"Benin","Germany","Males","14 to 17",0,15,15,0.2392
"Bosnia and Herzegovina","Germany","Males","14 to 17",0,495,495,0.0762
"Côte d'Ivoire","Germany","Males","14 to 17",0,15,15,0.4557
"Cambodia","Germany","Males","14 to 17",0,5,5,0.4222
"Cameroon","Germany","Males","14 to 17",0,10,10,0.4379
"China (including Hong Kong)","Germany","Males","14 to 17",0,10,10,0.4567
"Dem. Rep. Congo","Germany","Males","14 to 17",5,10,15,0.4176
"Egypt","Germany","Males","14 to 17",5,110,115,0.4376
"Eritrea","Germany","Males","14 to 17",205,5,210,0.9119
"Ethiopia","Germany","Males","14 to 17",10,45,55,0.6058
"Gambia, The","Germany","Males","14 to 17",0,35,35,0.3278
"Georgia","Germany","Males","14 to 17",0,75,75,0.0836
"Ghana","Germany","Males","14 to 17",0,15,15,0.3297
"Guinea","Germany","Males","14 to 17",30,165,195,0.5344
"Guinea-Bissau","Germany","Males","14 to 17",0,5,5,0.3654
"India","Germany","Males","14 to 17",0,130,130,0.058
"Iran","Germany","Males","14 to 17",260,190,450,0.7565
"Iraq","Germany","Males","14 to 17",1150,625,1775,0.817
"Kenya","Germany","Males","14 to 17",0,10,10,0.2681
"Kosovo","Germany","Males","14 to 17",5,445,450,0.1344
"Kyrgyzstan","Germany","Males","14 to 17",0,5,5,0.2352
"Lebanon","Germany","Males","14 to 17",0,130,130,0.2052
"Libya","Germany","Males","14 to 17",5,5,10,0.5219
"Macedonia","Germany","Males","14 to 17",0,1005,1005,0.0128
"Montenegro","Germany","Males","14 to 17",0,70,70,0.0296
"Morocco","Germany","Males","14 to 17",0,85,85,0.1587
"Myanmar/Burma","Germany","Males","14 to 17",10,0,10,0.8157
"Nepal","Germany","Males","14 to 17",0,5,5,0.2733
"Nigeria","Germany","Males","14 to 17",5,105,110,0.2405
"Pakistan","Germany","Males","14 to 17",45,145,190,0.3466
"Russia","Germany","Males","14 to 17",65,515,580,0.3728
"Senegal","Germany","Males","14 to 17",0,10,10,0.3562
"Serbia","Germany","Males","14 to 17",0,2180,2180,0.0633
"Sierra Leone","Germany","Males","14 to 17",0,25,25,0.4965
"Somalia","Germany","Males","14 to 17",340,110,450,0.858
"Sri Lanka","Germany","Males","14 to 17",60,20,80,0.5677
"Stateless","Germany","Males","14 to 17",55,20,75,0.8669
"Sudan","Germany","Males","14 to 17",0,5,5,0.7341
"Syria","Germany","Males","14 to 17",1385,150,1535,0.9519
"Tajikistan","Germany","Males","14 to 17",5,10,15,0.2613
"Tunisia","Germany","Males","14 to 17",0,30,30,0.079
"Turkey","Germany","Males","14 to 17",65,160,225,0.3494
"Uganda","Germany","Males","14 to 17",0,5,5,0.6787
"Unknown","Germany","Males","14 to 17",165,240,405,0.5629
"Uzbekistan","Germany","Males","14 to 17",0,5,5,0.3499
"Vietnam","Germany","Males","14 to 17",0,235,235,0.1579
"Afghanistan","Greece","Males","14 to 17",80,570,650,0.1908
"Albania","Greece","Males","14 to 17",0,80,80,0.0202
"Bangladesh","Greece","Males","14 to 17",5,205,210,0.0214
"Côte d'Ivoire","Greece","Males","14 to 17",0,5,5,0.0657
"Cameroon","Greece","Males","14 to 17",0,5,5,0.0614
"Congo","Greece","Males","14 to 17",0,5,5,0.0592
"Dem. Rep. Congo","Greece","Males","14 to 17",5,5,10,0.0568
"Egypt","Greece","Males","14 to 17",0,20,20,0.0613
"Gambia, The","Greece","Males","14 to 17",0,5,5,0.0393
"Georgia","Greece","Males","14 to 17",0,45,45,0.0076
"Ghana","Greece","Males","14 to 17",0,10,10,0.0397
"Guinea","Greece","Males","14 to 17",5,30,35,0.0879
"India","Greece","Males","14 to 17",0,10,10,0.0051
"Iran","Greece","Males","14 to 17",0,20,20,0.2069
"Iraq","Greece","Males","14 to 17",0,85,85,0.2726
"Mali","Greece","Males","14 to 17",0,5,5,0.092
"Nigeria","Greece","Males","14 to 17",0,60,60,0.0259
"Pakistan","Greece","Males","14 to 17",45,830,875,0.0426
"Senegal","Greece","Males","14 to 17",0,20,20,0.0444
"Sierra Leone","Greece","Males","14 to 17",0,5,5,0.0764
"Somalia","Greece","Males","14 to 17",5,10,15,0.3365
"Stateless","Greece","Males","14 to 17",0,10,10,0.3535
"Sudan","Greece","Males","14 to 17",0,10,10,0.1882
"Syria","Greece","Males","14 to 17",30,110,140,0.6241
"Unknown","Greece","Males","14 to 17",0,5,5,0.0976
"Afghanistan","Hungary","Males","14 to 17",115,50,165,0.5936
"Algeria","Hungary","Males","14 to 17",0,10,10,0.0654
"Bangladesh","Hungary","Males","14 to 17",0,5,5,0.1196
"Guinea","Hungary","Males","14 to 17",0,10,10,0.3738
"Iraq","Hungary","Males","14 to 17",5,0,5,0.6989
"Kosovo","Hungary","Males","14 to 17",0,225,225,0.0747
"Mali","Hungary","Males","14 to 17",0,5,5,0.3856
"Nigeria","Hungary","Males","14 to 17",0,10,10,0.1414
"Pakistan","Hungary","Males","14 to 17",0,25,25,0.2162
"Serbia","Hungary","Males","14 to 17",0,15,15,0.0339
"Somalia","Hungary","Males","14 to 17",40,0,40,0.7586
"Syria","Hungary","Males","14 to 17",5,10,15,0.9114
"Turkey","Hungary","Males","14 to 17",0,5,5,0.2183
"Afghanistan","Ireland","Males","14 to 17",0,25,25,0.4123
"Albania","Ireland","Males","14 to 17",0,10,10,0.0578
"Angola","Ireland","Males","14 to 17",0,10,10,0.1101
"Dem. Rep. Congo","Ireland","Males","14 to 17",0,20,20,0.1519
"Eritrea","Ireland","Males","14 to 17",0,10,10,0.7211
"Iran","Ireland","Males","14 to 17",0,5,5,0.437
"Iraq","Ireland","Males","14 to 17",0,15,15,0.5272
"Nigeria","Ireland","Males","14 to 17",0,50,50,0.0733
"Pakistan","Ireland","Males","14 to 17",0,15,15,0.117
"Sierra Leone","Ireland","Males","14 to 17",0,5,5,0.1977
"Somalia","Ireland","Males","14 to 17",0,5,5,0.6015
"Uganda","Ireland","Males","14 to 17",0,5,5,0.3455
"Zimbabwe","Ireland","Males","14 to 17",0,5,5,0.3194
"Afghanistan","Italy","Males","14 to 17",645,80,725,0.9534
"Albania","Italy","Males","14 to 17",10,0,10,0.6414
"Algeria","Italy","Males","14 to 17",0,20,20,0.4952
"Armenia","Italy","Males","14 to 17",5,0,5,0.6094
"Bangladesh","Italy","Males","14 to 17",155,40,195,0.6556
"Bosnia and Herzegovina","Italy","Males","14 to 17",10,50,60,0.3755
"Burkina Faso","Italy","Males","14 to 17",40,20,60,0.7801
"Côte d'Ivoire","Italy","Males","14 to 17",240,130,370,0.8592
"Chad","Italy","Males","14 to 17",15,10,25,0.8775
"Dem. Rep. Congo","Italy","Males","14 to 17",5,0,5,0.8394
"Egypt","Italy","Males","14 to 17",75,15,90,0.8501
"Eritrea","Italy","Males","14 to 17",110,15,125,0.9869
"Gambia, The","Italy","Males","14 to 17",380,85,465,0.7804
"Ghana","Italy","Males","14 to 17",145,80,225,0.7819
"Guinea","Italy","Males","14 to 17",90,50,140,0.8932
"Guinea-Bissau","Italy","Males","14 to 17",35,0,35,0.8075
"Haiti","Italy","Males","14 to 17",5,0,5,0.7208
"Iran","Italy","Males","14 to 17",20,0,20,0.9577
"Iraq","Italy","Males","14 to 17",35,15,50,0.9702
"Kosovo","Italy","Males","14 to 17",10,5,15,0.5309
"Libya","Italy","Males","14 to 17",10,0,10,0.8883
"Macedonia","Italy","Males","14 to 17",0,5,5,0.0863
"Mali","Italy","Males","14 to 17",340,90,430,0.8979
"Montenegro","Italy","Males","14 to 17",0,10,10,0.1821
"Niger","Italy","Males","14 to 17",20,10,30,0.8408
"Nigeria","Italy","Males","14 to 17",120,125,245,0.6977
"Pakistan","Italy","Males","14 to 17",110,30,140,0.7945
"Palestine","Italy","Males","14 to 17",10,10,20,0.9748
"Senegal","Italy","Males","14 to 17",145,25,170,0.8013
"Serbia","Italy","Males","14 to 17",15,25,40,0.3299
"Sierra Leone","Italy","Males","14 to 17",5,0,5,0.8779
"Somalia","Italy","Males","14 to 17",280,45,325,0.9778
"Sudan","Italy","Males","14 to 17",20,0,20,0.9527
"Syria","Italy","Males","14 to 17",10,15,25,0.9931
"Togo","Italy","Males","14 to 17",20,20,40,0.8186
"Tunisia","Italy","Males","14 to 17",30,40,70,0.3848
"Turkey","Italy","Males","14 to 17",75,45,120,0.7965
"Unknown","Italy","Males","14 to 17",20,30,50,0.9037
"Afghanistan","Latvia","Males","14 to 17",5,0,5,0.6442
"Afghanistan","Lithuania","Males","14 to 17",10,0,10,0.8707
"Afghanistan","Luxembourg","Males","14 to 17",5,5,10,0.6494
"Albania","Luxembourg","Males","14 to 17",0,20,20,0.1393
"Bosnia and Herzegovina","Luxembourg","Males","14 to 17",0,15,15,0.0516
"Iraq","Luxembourg","Males","14 to 17",0,5,5,0.7464
"Kosovo","Luxembourg","Males","14 to 17",0,25,25,0.0929
"Macedonia","Luxembourg","Males","14 to 17",0,20,20,0.0085
"Montenegro","Luxembourg","Males","14 to 17",0,15,15,0.0197
"Morocco","Luxembourg","Males","14 to 17",0,5,5,0.1106
"Serbia","Luxembourg","Males","14 to 17",5,45,50,0.0426
"Somalia","Luxembourg","Males","14 to 17",0,10,10,0.7994
"Tunisia","Luxembourg","Males","14 to 17",0,10,10,0.0536
"Côte d'Ivoire","Malta","Males","14 to 17",5,15,20,0.7707
"Chad","Malta","Males","14 to 17",0,5,5,0.7978
"Eritrea","Malta","Males","14 to 17",25,0,25,0.9765
"Ethiopia","Malta","Males","14 to 17",0,5,5,0.8605
"Gambia, The","Malta","Males","14 to 17",0,10,10,0.6619
"Ghana","Malta","Males","14 to 17",0,15,15,0.6638
"Guinea","Malta","Males","14 to 17",0,5,5,0.8217
"Mali","Malta","Males","14 to 17",10,15,25,0.8289
"Niger","Malta","Males","14 to 17",0,15,15,0.7443
"Nigeria","Malta","Males","14 to 17",5,10,15,0.5597
"Senegal","Malta","Males","14 to 17",5,0,5,0.6896
"Somalia","Malta","Males","14 to 17",150,0,150,0.9604
"Syria","Malta","Males","14 to 17",5,0,5,0.9876
"Afghanistan","Netherlands","Males","14 to 17",505,955,1460,0.766
"Algeria","Netherlands","Males","14 to 17",0,10,10,0.1357
"Angola","Netherlands","Males","14 to 17",0,15,15,0.3661
"Armenia","Netherlands","Males","14 to 17",15,80,95,0.1997
"Azerbaijan","Netherlands","Males","14 to 17",0,35,35,0.3976
"Bangladesh","Netherlands","Males","14 to 17",0,10,10,0.2334
"Belarus","Netherlands","Males","14 to 17",0,25,25,0.3777
"Benin","Netherlands","Males","14 to 17",0,10,10,0.2683
"Bhutan","Netherlands","Males","14 to 17",5,0,5,0.8069
"Bosnia and Herzegovina","Netherlands","Males","14 to 17",0,15,15,0.0878
"Burkina Faso","Netherlands","Males","14 to 17",0,5,5,0.3621
"Burundi","Netherlands","Males","14 to 17",20,0,20,0.6229
"Côte d'Ivoire","Netherlands","Males","14 to 17",15,10,25,0.4939
"Cameroon","Netherlands","Males","14 to 17",0,5,5,0.476
"China (including Hong Kong)","Netherlands","Males","14 to 17",25,35,60,0.495
"Congo","Netherlands","Males","14 to 17",15,10,25,0.4662
"Dem. Rep. Congo","Netherlands","Males","14 to 17",15,0,15,0.4553
"Egypt","Netherlands","Males","14 to 17",0,5,5,0.4757
"Eritrea","Netherlands","Males","14 to 17",515,40,555,0.9235
"Ethiopia","Netherlands","Males","14 to 17",10,10,20,0.6418
"Gambia, The","Netherlands","Males","14 to 17",0,10,10,0.3625
"Georgia","Netherlands","Males","14 to 17",0,30,30,0.0962
"Ghana","Netherlands","Males","14 to 17",0,10,10,0.3645
"Guinea","Netherlands","Males","14 to 17",20,80,100,0.5723
"India","Netherlands","Males","14 to 17",0,10,10,0.0669
"Iran","Netherlands","Males","14 to 17",80,75,155,0.7837
"Iraq","Netherlands","Males","14 to 17",325,240,565,0.8388
"Kosovo","Netherlands","Males","14 to 17",0,5,5,0.1533
"Macedonia","Netherlands","Males","14 to 17",0,25,25,0.0149
"Mali","Netherlands","Males","14 to 17",0,15,15,0.5845
"Mongolia","Netherlands","Males","14 to 17",0,20,20,0.0961
"Morocco","Netherlands","Males","14 to 17",0,15,15,0.1803
"Myanmar/Burma","Netherlands","Males","14 to 17",20,0,20,0.8376
"Nepal","Netherlands","Males","14 to 17",10,0,10,0.3048
"Nigeria","Netherlands","Males","14 to 17",0,25,25,0.2696
"Pakistan","Netherlands","Males","14 to 17",0,20,20,0.3821
"Palestine","Netherlands","Males","14 to 17",5,0,5,0.8611
"Russia","Netherlands","Males","14 to 17",0,70,70,0.4093
"Serbia","Netherlands","Males","14 to 17",0,25,25,0.073
"Sierra Leone","Netherlands","Males","14 to 17",20,20,40,0.5348
"Somalia","Netherlands","Males","14 to 17",835,285,1120,0.8757
"Sri Lanka","Netherlands","Males","14 to 17",20,20,40,0.6049
"Stateless","Netherlands","Males","14 to 17",75,10,85,0.8836
"Sudan","Netherlands","Males","14 to 17",10,25,35,0.763
"Syria","Netherlands","Males","14 to 17",240,20,260,0.9584
"Turkey","Netherlands","Males","14 to 17",0,10,10,0.385
"Ukraine","Netherlands","Males","14 to 17",0,5,5,0.2103
"Unknown","Netherlands","Males","14 to 17",30,35,65,0.6003
